"","region","long","lat","group","order","subregion","iso_a3","continent"
"1","Afghanistan",66.5667953491211,30.9965839385986,2,144,NA,"AFG","Asia"
"2","Afghanistan",72.43115234375,36.7658195495605,2,37,NA,"AFG","Asia"
"3","Afghanistan",64.0513687133789,36.067626953125,2,284,NA,"AFG","Asia"
"4","Afghanistan",63.1299819946289,35.84619140625,2,275,NA,"AFG","Asia"
"5","Afghanistan",64.5110321044922,36.3406753540039,2,288,NA,"AFG","Asia"
"6","Afghanistan",73.6046829223633,37.446044921875,2,399,NA,"AFG","Asia"
"7","Afghanistan",64.0921859741211,36.1126976013184,2,285,NA,"AFG","Asia"
"8","Afghanistan",64.1843719482422,36.14892578125,2,286,NA,"AFG","Asia"
"9","Afghanistan",73.4111328125,36.8816909790039,2,31,NA,"AFG","Asia"
"10","Afghanistan",63.1789093017578,35.8584480285645,2,276,NA,"AFG","Asia"
"11","Afghanistan",72.9937438964844,36.8516120910645,2,33,NA,"AFG","Asia"
"12","Afghanistan",64.3580093383789,36.22607421875,2,287,NA,"AFG","Asia"
"13","Afghanistan",65.9616241455078,29.7789077758789,2,158,NA,"AFG","Asia"
"14","Afghanistan",64.0423812866211,36.0250968933105,2,283,NA,"AFG","Asia"
"15","Afghanistan",74.4310607910156,36.9836921691895,2,24,NA,"AFG","Asia"
"16","Afghanistan",72.6228561401367,36.82958984375,2,35,NA,"AFG","Asia"
"17","Afghanistan",66.2312545776367,29.86572265625,2,156,NA,"AFG","Asia"
"18","Afghanistan",63.1085929870605,35.8186988830566,2,274,NA,"AFG","Asia"
"19","Afghanistan",71.8020477294922,36.6942863464355,2,389,NA,"AFG","Asia"
"20","Afghanistan",65.6662139892578,29.7013206481934,2,159,NA,"AFG","Asia"
"21","Afghanistan",64.0096740722656,36.0121116638184,2,282,NA,"AFG","Asia"
"22","Afghanistan",63.5169906616211,35.9131355285645,2,278,NA,"AFG","Asia"
"23","Afghanistan",66.2384796142578,30.109619140625,2,152,NA,"AFG","Asia"
"24","Afghanistan",73.1167984008789,36.8685569763184,2,32,NA,"AFG","Asia"
"25","Afghanistan",66.3133773803711,29.9685554504395,2,154,NA,"AFG","Asia"
"26","Afghanistan",66.1770553588867,29.8355941772461,2,157,NA,"AFG","Asia"
"27","Afghanistan",72.5313491821289,36.802001953125,2,36,NA,"AFG","Asia"
"28","Afghanistan",61.1892623901367,35.31201171875,2,239,NA,"AFG","Asia"
"29","Afghanistan",71.6656265258789,36.6969223022461,2,387,NA,"AFG","Asia"
"30","Afghanistan",71.5974578857422,36.73291015625,2,386,NA,"AFG","Asia"
"31","Afghanistan",65.4709930419922,29.6515617370605,2,160,NA,"AFG","Asia"
"32","Afghanistan",65.1804656982422,29.5776348114014,2,161,NA,"AFG","Asia"
"33","Afghanistan",63.9380836486816,36.0197257995605,2,281,NA,"AFG","Asia"
"34","Afghanistan",63.6965827941895,35.9678192138672,2,279,NA,"AFG","Asia"
"35","Afghanistan",64.5658187866211,36.4275894165039,2,289,NA,"AFG","Asia"
"36","Afghanistan",64.67431640625,36.7501945495605,2,291,NA,"AFG","Asia"
"37","Afghanistan",73.9078140258789,36.8529319763184,2,28,NA,"AFG","Asia"
"38","Afghanistan",66.2471694946289,30.0435066223145,2,153,NA,"AFG","Asia"
"39","Afghanistan",72.7662124633789,36.8350105285645,2,34,NA,"AFG","Asia"
"40","Afghanistan",74.1947250366211,36.8968772888184,2,25,NA,"AFG","Asia"
"41","Afghanistan",74.5414047241211,37.0221710205078,2,23,NA,"AFG","Asia"
"42","Afghanistan",61.19921875,35.3616218566895,2,240,NA,"AFG","Asia"
"43","Afghanistan",69.2565383911133,32.2494621276855,2,109,NA,"AFG","Asia"
"44","Afghanistan",71.7337875366211,36.6840324401855,2,388,NA,"AFG","Asia"
"45","Afghanistan",66.5958023071289,31.0199699401855,2,143,NA,"AFG","Asia"
"46","Afghanistan",71.9419937133789,36.7664527893066,2,390,NA,"AFG","Asia"
"47","Afghanistan",63.8624992370605,36.0123519897461,2,280,NA,"AFG","Asia"
"48","Afghanistan",63.3016586303711,35.8583984375,2,277,NA,"AFG","Asia"
"49","Afghanistan",74.0018539428711,36.8230972290039,2,27,NA,"AFG","Asia"
"50","Afghanistan",64.6025390625,36.5545425415039,2,290,NA,"AFG","Asia"
"51","Afghanistan",64.7531204223633,36.9647941589355,2,292,NA,"AFG","Asia"
"52","Afghanistan",73.7318344116211,36.8877906799316,2,30,NA,"AFG","Asia"
"53","Afghanistan",73.4813461303711,37.4716796875,2,398,NA,"AFG","Asia"
"54","Afghanistan",66.2818374633789,30.1934566497803,2,151,NA,"AFG","Asia"
"55","Afghanistan",74.5264587402344,37.0306625366211,2,22,NA,"AFG","Asia"
"56","Afghanistan",62.8580055236816,35.3496589660645,2,266,NA,"AFG","Asia"
"57","Afghanistan",61.2256851196289,35.4244613647461,2,241,NA,"AFG","Asia"
"58","Afghanistan",73.6326141357422,37.4372062683105,2,400,NA,"AFG","Asia"
"59","Afghanistan",61.8108406066895,30.9132823944092,2,184,NA,"AFG","Asia"
"60","Afghanistan",62.3866195678711,35.2312507629395,2,260,NA,"AFG","Asia"
"61","Afghanistan",73.7337875366211,37.3757820129395,2,403,NA,"AFG","Asia"
"62","Afghanistan",61.2620086669922,35.6195793151855,2,245,NA,"AFG","Asia"
"63","Afghanistan",66.3971710205078,30.9122066497803,2,146,NA,"AFG","Asia"
"64","Afghanistan",66.3468704223633,30.8027839660645,2,147,NA,"AFG","Asia"
"65","Afghanistan",73.7691421508789,36.8884773254395,2,29,NA,"AFG","Asia"
"66","Afghanistan",73.3829116821289,37.4622573852539,2,397,NA,"AFG","Asia"
"67","Afghanistan",63.1299819946289,35.7667465209961,2,273,NA,"AFG","Asia"
"68","Afghanistan",72.8955078125,37.2675285339355,2,395,NA,"AFG","Asia"
"69","Afghanistan",69.2414016723633,32.4335441589355,2,108,NA,"AFG","Asia"
"70","Afghanistan",66.8292922973633,31.263671875,2,140,NA,"AFG","Asia"
"71","Afghanistan",66.6242218017578,31.0460433959961,2,142,NA,"AFG","Asia"
"72","Afghanistan",73.6571273803711,37.4304695129395,2,401,NA,"AFG","Asia"
"73","Afghanistan",61.8142585754395,31.0725593566895,2,185,NA,"AFG","Asia"
"74","Afghanistan",74.8402328491211,37.2250518798828,2,13,NA,"AFG","Asia"
"75","Afghanistan",74.7673797607422,37.2491722106934,2,14,NA,"AFG","Asia"
"76","Afghanistan",61.2818374633789,35.5534210205078,2,244,NA,"AFG","Asia"
"77","Afghanistan",61.3447303771973,35.6294898986816,2,246,NA,"AFG","Asia"
"78","Afghanistan",64.5210952758789,29.5645008087158,2,166,NA,"AFG","Asia"
"79","Afghanistan",66.2869110107422,29.9200191497803,2,155,NA,"AFG","Asia"
"80","Afghanistan",73.2111282348633,37.4084968566895,2,396,NA,"AFG","Asia"
"81","Afghanistan",62.9802742004395,35.4091796875,2,267,NA,"AFG","Asia"
"82","Afghanistan",64.8163070678711,37.132080078125,2,294,NA,"AFG","Asia"
"83","Afghanistan",70.0447235107422,37.5472183227539,2,354,NA,"AFG","Asia"
"84","Afghanistan",69.279296875,31.9368171691895,2,110,NA,"AFG","Asia"
"85","Afghanistan",71.5308532714844,36.8451156616211,2,385,NA,"AFG","Asia"
"86","Afghanistan",65.0955047607422,29.5594749450684,2,162,NA,"AFG","Asia"
"87","Afghanistan",60.9908218383789,34.749755859375,2,228,NA,"AFG","Asia"
"88","Afghanistan",74.0388717651367,36.8257331848145,2,26,NA,"AFG","Asia"
"89","Afghanistan",74.8913116455078,37.2316398620605,2,12,NA,"AFG","Asia"
"90","Afghanistan",62.4628944396973,35.2513694763184,2,261,NA,"AFG","Asia"
"91","Afghanistan",62.5331077575684,35.2398948669434,2,262,NA,"AFG","Asia"
"92","Afghanistan",66.3009719848633,30.5029792785645,2,149,NA,"AFG","Asia"
"93","Afghanistan",63.1507797241211,35.728271484375,2,272,NA,"AFG","Asia"
"94","Afghanistan",61.1396446228027,35.2888641357422,2,238,NA,"AFG","Asia"
"95","Afghanistan",63.0841789245605,35.5680656433105,2,269,NA,"AFG","Asia"
"96","Afghanistan",62.7226600646973,35.2713394165039,2,265,NA,"AFG","Asia"
"97","Afghanistan",74.4979553222656,37.0572242736816,2,21,NA,"AFG","Asia"
"98","Afghanistan",69.1869125366211,31.8380870819092,2,111,NA,"AFG","Asia"
"99","Afghanistan",60.9578132629395,34.7100601196289,2,227,NA,"AFG","Asia"
"100","Afghanistan",73.7206115722656,37.4187507629395,2,402,NA,"AFG","Asia"
"101","Afghanistan",61.2785186767578,35.5137710571289,2,243,NA,"AFG","Asia"
"102","Afghanistan",66.4973602294922,30.9645500183105,2,145,NA,"AFG","Asia"
"103","Afghanistan",61.0404319763184,34.7993659973145,2,229,NA,"AFG","Asia"
"104","Afghanistan",61.080078125,34.8556175231934,2,230,NA,"AFG","Asia"
"105","Afghanistan",66.2869110107422,30.6079120635986,2,148,NA,"AFG","Asia"
"106","Afghanistan",72.3587951660156,36.98291015625,2,392,NA,"AFG","Asia"
"107","Afghanistan",63.1697273254395,35.6781234741211,2,271,NA,"AFG","Asia"
"108","Afghanistan",72.7570343017578,37.1727066040039,2,394,NA,"AFG","Asia"
"109","Afghanistan",61.1066436767578,35.20947265625,2,236,NA,"AFG","Asia"
"110","Afghanistan",69.9849624633789,37.566162109375,2,353,NA,"AFG","Asia"
"111","Afghanistan",66.7313461303711,31.1945323944092,2,141,NA,"AFG","Asia"
"112","Afghanistan",61.2455062866211,35.4740715026855,2,242,NA,"AFG","Asia"
"113","Afghanistan",62.3078117370605,35.1707992553711,2,259,NA,"AFG","Asia"
"114","Afghanistan",62.2711906433105,35.1891098022461,2,258,NA,"AFG","Asia"
"115","Afghanistan",60.8292961120605,32.2494125366211,2,197,NA,"AFG","Asia"
"116","Afghanistan",70.2549743652344,37.765380859375,2,358,NA,"AFG","Asia"
"117","Afghanistan",68.7823257446289,31.6464347839355,2,115,NA,"AFG","Asia"
"118","Afghanistan",64.9189453125,29.5527839660645,2,163,NA,"AFG","Asia"
"119","Afghanistan",64.3937530517578,29.5443344116211,2,167,NA,"AFG","Asia"
"120","Afghanistan",66.3054656982422,30.3211421966553,2,150,NA,"AFG","Asia"
"121","Afghanistan",64.7824249267578,37.0592765808105,2,293,NA,"AFG","Asia"
"122","Afghanistan",64.1721649169922,29.4603519439697,2,169,NA,"AFG","Asia"
"123","Afghanistan",64.9515609741211,37.1935577392578,2,295,NA,"AFG","Asia"
"124","Afghanistan",70.1198196411133,37.5435028076172,2,355,NA,"AFG","Asia"
"125","Afghanistan",71.4329147338867,37.1275405883789,2,383,NA,"AFG","Asia"
"126","Afghanistan",71.4547805786133,37.2718276977539,2,382,NA,"AFG","Asia"
"127","Afghanistan",61.7841758728027,30.8319358825684,2,183,NA,"AFG","Asia"
"128","Afghanistan",67.5782165527344,31.5064945220947,2,128,NA,"AFG","Asia"
"129","Afghanistan",67.5975570678711,31.4533214569092,2,129,NA,"AFG","Asia"
"130","Afghanistan",71.5822296142578,37.9101066589355,2,377,NA,"AFG","Asia"
"131","Afghanistan",74.7389602661133,37.28564453125,2,15,NA,"AFG","Asia"
"132","Afghanistan",71.5461883544922,37.795654296875,2,379,NA,"AFG","Asia"
"133","Afghanistan",74.7266616821289,37.2907218933105,2,16,NA,"AFG","Asia"
"134","Afghanistan",63.1193351745605,35.6375503540039,2,270,NA,"AFG","Asia"
"135","Afghanistan",63.056640625,35.44580078125,2,268,NA,"AFG","Asia"
"136","Afghanistan",62.6880836486816,35.2553215026855,2,264,NA,"AFG","Asia"
"137","Afghanistan",74.3761672973633,37.1373519897461,2,20,NA,"AFG","Asia"
"138","Afghanistan",70.1886672973633,37.5824699401855,2,356,NA,"AFG","Asia"
"139","Afghanistan",70.25146484375,37.6641578674316,2,357,NA,"AFG","Asia"
"140","Afghanistan",69.0831069946289,31.7384757995605,2,112,NA,"AFG","Asia"
"141","Afghanistan",70.2841796875,33.3690414428711,2,96,NA,"AFG","Asia"
"142","Afghanistan",66.4718704223633,37.3447265625,2,307,NA,"AFG","Asia"
"143","Afghanistan",66.5222625732422,37.3484840393066,2,308,NA,"AFG","Asia"
"144","Afghanistan",66.8277282714844,37.3712882995605,2,309,NA,"AFG","Asia"
"145","Afghanistan",72.1535186767578,36.9005393981934,2,391,NA,"AFG","Asia"
"146","Afghanistan",61.1066436767578,35.0011215209961,2,232,NA,"AFG","Asia"
"147","Afghanistan",72.6574249267578,37.029052734375,2,393,NA,"AFG","Asia"
"148","Afghanistan",61.0999984741211,35.2723121643066,2,237,NA,"AFG","Asia"
"149","Afghanistan",61.12646484375,35.1565437316895,2,235,NA,"AFG","Asia"
"150","Afghanistan",69.9406280517578,37.6002922058105,2,352,NA,"AFG","Asia"
"151","Afghanistan",71.4718780517578,37.0150871276855,2,384,NA,"AFG","Asia"
"152","Afghanistan",74.3721694946289,37.15771484375,2,19,NA,"AFG","Asia"
"153","Afghanistan",62.2528305053711,35.250244140625,2,257,NA,"AFG","Asia"
"154","Afghanistan",60.7875022888184,31.877197265625,2,194,NA,"AFG","Asia"
"155","Afghanistan",60.7899398803711,31.9871120452881,2,195,NA,"AFG","Asia"
"156","Afghanistan",60.71044921875,32.6000022888184,2,198,NA,"AFG","Asia"
"157","Afghanistan",68.9734344482422,31.6673831939697,2,113,NA,"AFG","Asia"
"158","Afghanistan",68.7136688232422,31.7080574035645,2,116,NA,"AFG","Asia"
"159","Afghanistan",64.8273391723633,29.5641593933105,2,164,NA,"AFG","Asia"
"160","Afghanistan",64.26611328125,29.5069332122803,2,168,NA,"AFG","Asia"
"161","Afghanistan",72.0956039428711,36.6337394714355,2,41,NA,"AFG","Asia"
"162","Afghanistan",73.6275405883789,37.2615699768066,2,406,NA,"AFG","Asia"
"163","Afghanistan",64.1179733276367,29.4142570495605,2,170,NA,"AFG","Asia"
"164","Afghanistan",69.2899398803711,32.5305671691895,2,107,NA,"AFG","Asia"
"165","Afghanistan",60.7915992736816,31.6605968475342,2,192,NA,"AFG","Asia"
"166","Afghanistan",61.5594711303711,30.5993633270264,2,182,NA,"AFG","Asia"
"167","Afghanistan",62.2130851745605,35.2899398803711,2,256,NA,"AFG","Asia"
"168","Afghanistan",65.5549774169922,37.2511711120605,2,298,NA,"AFG","Asia"
"169","Afghanistan",65.6080093383789,37.368408203125,2,299,NA,"AFG","Asia"
"170","Afghanistan",67.6470642089844,31.4099597930908,2,130,NA,"AFG","Asia"
"171","Afghanistan",67.7334976196289,31.3792476654053,2,131,NA,"AFG","Asia"
"172","Afghanistan",71.5803680419922,37.8642578125,2,378,NA,"AFG","Asia"
"173","Afghanistan",67.5963897705078,31.2776870727539,2,134,NA,"AFG","Asia"
"174","Afghanistan",67.4528274536133,31.234619140625,2,135,NA,"AFG","Asia"
"175","Afghanistan",62.6105461120605,35.233154296875,2,263,NA,"AFG","Asia"
"176","Afghanistan",67.2873001098633,31.2178230285645,2,136,NA,"AFG","Asia"
"177","Afghanistan",67.1159210205078,31.2429218292236,2,137,NA,"AFG","Asia"
"178","Afghanistan",66.92431640625,31.3056144714355,2,139,NA,"AFG","Asia"
"179","Afghanistan",60.8042984008789,31.7344722747803,2,193,NA,"AFG","Asia"
"180","Afghanistan",70.2197265625,33.4546852111816,2,95,NA,"AFG","Asia"
"181","Afghanistan",66.1083984375,37.4147453308105,2,305,NA,"AFG","Asia"
"182","Afghanistan",70.2611312866211,33.2890129089355,2,97,NA,"AFG","Asia"
"183","Afghanistan",70.0902328491211,33.1980972290039,2,98,NA,"AFG","Asia"
"184","Afghanistan",69.7037124633789,33.0947265625,2,100,NA,"AFG","Asia"
"185","Afghanistan",61.7550811767578,31.2853031158447,2,186,NA,"AFG","Asia"
"186","Afghanistan",61.6601524353027,31.3824214935303,2,187,NA,"AFG","Asia"
"187","Afghanistan",61.1231460571289,35.0507316589355,2,233,NA,"AFG","Asia"
"188","Afghanistan",61.1496124267578,35.09375,2,234,NA,"AFG","Asia"
"189","Afghanistan",69.4053726196289,32.6827163696289,2,105,NA,"AFG","Asia"
"190","Afghanistan",60.8541030883789,31.4832515716553,2,190,NA,"AFG","Asia"
"191","Afghanistan",69.3594741821289,32.59033203125,2,106,NA,"AFG","Asia"
"192","Afghanistan",60.9511756896973,34.6538543701172,2,226,NA,"AFG","Asia"
"193","Afghanistan",67.607421875,37.2225074768066,2,316,NA,"AFG","Asia"
"194","Afghanistan",67.7000045776367,37.2272453308105,2,317,NA,"AFG","Asia"
"195","Afghanistan",67.7529296875,37.1998062133789,2,318,NA,"AFG","Asia"
"196","Afghanistan",60.8272476196289,32.16796875,2,196,NA,"AFG","Asia"
"197","Afghanistan",67.83447265625,37.064208984375,2,321,NA,"AFG","Asia"
"198","Afghanistan",68.8689498901367,31.6342296600342,2,114,NA,"AFG","Asia"
"199","Afghanistan",72.3269577026367,36.7423858642578,2,38,NA,"AFG","Asia"
"200","Afghanistan",64.7035140991211,29.5671367645264,2,165,NA,"AFG","Asia"
"201","Afghanistan",72.15673828125,36.7008819580078,2,40,NA,"AFG","Asia"
"202","Afghanistan",61.5427703857422,35.4578628540039,2,249,NA,"AFG","Asia"
"203","Afghanistan",71.9207000732422,36.5341796875,2,42,NA,"AFG","Asia"
"204","Afghanistan",64.0987319946289,29.3919429779053,2,171,NA,"AFG","Asia"
"205","Afghanistan",69.8208999633789,37.6095695495605,2,351,NA,"AFG","Asia"
"206","Afghanistan",65.0896453857422,37.2379379272461,2,296,NA,"AFG","Asia"
"207","Afghanistan",65.3036193847656,37.2467765808105,2,297,NA,"AFG","Asia"
"208","Afghanistan",67.6267547607422,31.5387706756592,2,127,NA,"AFG","Asia"
"209","Afghanistan",71.3199234008789,37.90185546875,2,373,NA,"AFG","Asia"
"210","Afghanistan",65.6412124633789,37.4678230285645,2,300,NA,"AFG","Asia"
"211","Afghanistan",65.6830062866211,37.5191421508789,2,301,NA,"AFG","Asia"
"212","Afghanistan",65.7438507080078,37.5608406066895,2,302,NA,"AFG","Asia"
"213","Afghanistan",65.7650375366211,37.5691413879395,2,303,NA,"AFG","Asia"
"214","Afghanistan",65.9006805419922,37.5081062316895,2,304,NA,"AFG","Asia"
"215","Afghanistan",67.7378921508789,31.3439464569092,2,132,NA,"AFG","Asia"
"216","Afghanistan",60.8433609008789,29.8586902618408,2,179,NA,"AFG","Asia"
"217","Afghanistan",61.1041030883789,30.12841796875,2,180,NA,"AFG","Asia"
"218","Afghanistan",67.0277328491211,31.3002433776855,2,138,NA,"AFG","Asia"
"219","Afghanistan",74.5589904785156,37.2366218566895,2,18,NA,"AFG","Asia"
"220","Afghanistan",71.4796829223633,37.43603515625,2,381,NA,"AFG","Asia"
"221","Afghanistan",70.1341781616211,33.6207542419434,2,94,NA,"AFG","Asia"
"222","Afghanistan",66.3502960205078,37.3681640625,2,306,NA,"AFG","Asia"
"223","Afghanistan",71.51904296875,35.5975074768066,2,57,NA,"AFG","Asia"
"224","Afghanistan",71.5719757080078,35.5468254089355,2,58,NA,"AFG","Asia"
"225","Afghanistan",69.5677719116211,33.0641593933105,2,101,NA,"AFG","Asia"
"226","Afghanistan",69.5015563964844,33.0200691223145,2,102,NA,"AFG","Asia"
"227","Afghanistan",69.453125,32.8328132629395,2,103,NA,"AFG","Asia"
"228","Afghanistan",69.4045944213867,32.7642555236816,2,104,NA,"AFG","Asia"
"229","Afghanistan",61.1107406616211,31.4511222839355,2,189,NA,"AFG","Asia"
"230","Afghanistan",69.4920959472656,37.5530776977539,2,349,NA,"AFG","Asia"
"231","Afghanistan",60.8207054138184,31.4951667785645,2,191,NA,"AFG","Asia"
"232","Afghanistan",67.5464859008789,37.2356452941895,2,315,NA,"AFG","Asia"
"233","Afghanistan",71.5455093383789,35.2888641357422,2,63,NA,"AFG","Asia"
"234","Afghanistan",71.5772476196289,35.2479972839355,2,64,NA,"AFG","Asia"
"235","Afghanistan",71.6052703857422,35.2117652893066,2,65,NA,"AFG","Asia"
"236","Afghanistan",67.7589874267578,37.1722145080566,2,319,NA,"AFG","Asia"
"237","Afghanistan",67.7660140991211,37.14013671875,2,320,NA,"AFG","Asia"
"238","Afghanistan",70.1994171142578,37.8860359191895,2,359,NA,"AFG","Asia"
"239","Afghanistan",68.6732406616211,31.7597179412842,2,117,NA,"AFG","Asia"
"240","Afghanistan",72.2498016357422,36.7347183227539,2,39,NA,"AFG","Asia"
"241","Afghanistan",61.4217796325684,35.5457992553711,2,248,NA,"AFG","Asia"
"242","Afghanistan",73.6488265991211,37.2912101745605,2,405,NA,"AFG","Asia"
"243","Afghanistan",61.6209983825684,35.4323234558105,2,250,NA,"AFG","Asia"
"244","Afghanistan",71.822265625,36.486083984375,2,43,NA,"AFG","Asia"
"245","Afghanistan",71.7726593017578,36.4318351745605,2,44,NA,"AFG","Asia"
"246","Afghanistan",61.9838829040527,35.4437026977539,2,254,NA,"AFG","Asia"
"247","Afghanistan",62.0896492004395,35.3796882629395,2,255,NA,"AFG","Asia"
"248","Afghanistan",74.1670913696289,37.3294410705566,2,411,NA,"AFG","Asia"
"249","Afghanistan",63.9709968566895,29.4300804138184,2,172,NA,"AFG","Asia"
"250","Afghanistan",71.3896484375,37.9062995910645,2,374,NA,"AFG","Asia"
"251","Afghanistan",71.48779296875,37.931884765625,2,375,NA,"AFG","Asia"
"252","Afghanistan",71.5519561767578,37.9331512451172,2,376,NA,"AFG","Asia"
"253","Afghanistan",62.0009727478027,29.5304183959961,2,176,NA,"AFG","Asia"
"254","Afghanistan",61.5214805603027,29.6656742095947,2,177,NA,"AFG","Asia"
"255","Afghanistan",61.2244148254395,29.7494144439697,2,178,NA,"AFG","Asia"
"256","Afghanistan",74.7305679321289,37.3570289611816,2,418,NA,"AFG","Asia"
"257","Afghanistan",71.5050811767578,37.6029319763184,2,380,NA,"AFG","Asia"
"258","Afghanistan",74.6689453125,37.2667007446289,2,17,NA,"AFG","Asia"
"259","Afghanistan",61.3316421508789,30.3637218475342,2,181,NA,"AFG","Asia"
"260","Afghanistan",74.8913116455078,37.2316398620605,2,421,NA,"AFG","Asia"
"261","Afghanistan",71.3428726196289,35.9385261535645,2,53,NA,"AFG","Asia"
"262","Afghanistan",69.18017578125,37.1583023071289,2,341,NA,"AFG","Asia"
"263","Afghanistan",69.2648468017578,37.1083984375,2,342,NA,"AFG","Asia"
"264","Afghanistan",69.3039093017578,37.116943359375,2,343,NA,"AFG","Asia"
"265","Afghanistan",71.58740234375,35.4608383178711,2,59,NA,"AFG","Asia"
"266","Afghanistan",67.06884765625,37.3348159790039,2,310,NA,"AFG","Asia"
"267","Afghanistan",67.1955108642578,37.2352066040039,2,311,NA,"AFG","Asia"
"268","Afghanistan",61.3464851379395,31.4216289520264,2,188,NA,"AFG","Asia"
"269","Afghanistan",69.4201202392578,37.4867172241211,2,348,NA,"AFG","Asia"
"270","Afghanistan",67.4416961669922,37.2580108642578,2,313,NA,"AFG","Asia"
"271","Afghanistan",69.6257781982422,37.5940437316895,2,350,NA,"AFG","Asia"
"272","Afghanistan",71.5455093383789,35.3285140991211,2,62,NA,"AFG","Asia"
"273","Afghanistan",73.9488220214844,37.2831535339355,2,409,NA,"AFG","Asia"
"274","Afghanistan",74.0777282714844,37.3162117004395,2,410,NA,"AFG","Asia"
"275","Afghanistan",68.1301727294922,31.7632827758789,2,124,NA,"AFG","Asia"
"276","Afghanistan",71.6205062866211,35.1830062866211,2,66,NA,"AFG","Asia"
"277","Afghanistan",71.6016616821289,35.1506843566895,2,67,NA,"AFG","Asia"
"278","Afghanistan",67.9580078125,36.9720230102539,2,322,NA,"AFG","Asia"
"279","Afghanistan",70.23876953125,37.9412078857422,2,361,NA,"AFG","Asia"
"280","Afghanistan",61.3777313232422,35.5931167602539,2,247,NA,"AFG","Asia"
"281","Afghanistan",73.71728515625,37.3294410705566,2,404,NA,"AFG","Asia"
"282","Afghanistan",68.5207061767578,31.7941417694092,2,119,NA,"AFG","Asia"
"283","Afghanistan",68.4432601928711,31.7544918060303,2,120,NA,"AFG","Asia"
"284","Afghanistan",73.6535186767578,37.2393569946289,2,407,NA,"AFG","Asia"
"285","Afghanistan",73.7496109008789,37.2317886352539,2,408,NA,"AFG","Asia"
"286","Afghanistan",60.9147491455078,34.6339836120605,2,225,NA,"AFG","Asia"
"287","Afghanistan",70.056640625,33.7198715209961,2,93,NA,"AFG","Asia"
"288","Afghanistan",68.96044921875,37.3250465393066,2,339,NA,"AFG","Asia"
"289","Afghanistan",68.0171890258789,31.6779804229736,2,125,NA,"AFG","Asia"
"290","Afghanistan",63.5675811767578,29.4979991912842,2,173,NA,"AFG","Asia"
"291","Afghanistan",62.4765586853027,29.4083499908447,2,174,NA,"AFG","Asia"
"292","Afghanistan",62.3734359741211,29.4253902435303,2,175,NA,"AFG","Asia"
"293","Afghanistan",74.4449234008789,37.3956069946289,2,415,NA,"AFG","Asia"
"294","Afghanistan",74.5242233276367,37.3823738098145,2,416,NA,"AFG","Asia"
"295","Afghanistan",74.6593780517578,37.3944816589355,2,417,NA,"AFG","Asia"
"296","Afghanistan",60.7262687683105,34.5182647705078,2,221,NA,"AFG","Asia"
"297","Afghanistan",74.8304672241211,37.2859382629395,2,419,NA,"AFG","Asia"
"298","Afghanistan",74.8753890991211,37.2419929504395,2,420,NA,"AFG","Asia"
"299","Afghanistan",61.7197265625,35.41943359375,2,251,NA,"AFG","Asia"
"300","Afghanistan",61.8410186767578,35.4314918518066,2,252,NA,"AFG","Asia"
"301","Afghanistan",61.9380874633789,35.4478988647461,2,253,NA,"AFG","Asia"
"302","Afghanistan",71.4275360107422,35.833740234375,2,55,NA,"AFG","Asia"
"303","Afghanistan",71.4835891723633,35.714599609375,2,56,NA,"AFG","Asia"
"304","Afghanistan",67.7398452758789,31.5481929779053,2,126,NA,"AFG","Asia"
"305","Afghanistan",69.9201202392578,33.1124992370605,2,99,NA,"AFG","Asia"
"306","Afghanistan",69.4144515991211,37.207763671875,2,345,NA,"AFG","Asia"
"307","Afghanistan",69.4296875,37.2908706665039,2,346,NA,"AFG","Asia"
"308","Afghanistan",61.0702171325684,34.9217300415039,2,231,NA,"AFG","Asia"
"309","Afghanistan",67.3197250366211,37.2095680236816,2,312,NA,"AFG","Asia"
"310","Afghanistan",70.5185546875,38.1919937133789,2,364,NA,"AFG","Asia"
"311","Afghanistan",67.5172882080078,37.2666511535645,2,314,NA,"AFG","Asia"
"312","Afghanistan",60.8453140258789,34.5876960754395,2,224,NA,"AFG","Asia"
"313","Afghanistan",71.22021484375,36.0006828308105,2,52,NA,"AFG","Asia"
"314","Afghanistan",69.8896484375,34.0072746276855,2,91,NA,"AFG","Asia"
"315","Afghanistan",68.1610336303711,31.8029804229736,2,123,NA,"AFG","Asia"
"316","Afghanistan",71.3327102661133,38.1702613830566,2,370,NA,"AFG","Asia"
"317","Afghanistan",71.3975601196289,35.8801765441895,2,54,NA,"AFG","Asia"
"318","Afghanistan",71.51708984375,35.0511245727539,2,69,NA,"AFG","Asia"
"319","Afghanistan",70.2146453857422,37.9244117736816,2,360,NA,"AFG","Asia"
"320","Afghanistan",70.3132781982422,37.9848136901855,2,362,NA,"AFG","Asia"
"321","Afghanistan",68.59765625,31.8029804229736,2,118,NA,"AFG","Asia"
"322","Afghanistan",70.4177780151367,38.075439453125,2,363,NA,"AFG","Asia"
"323","Afghanistan",71.3125991821289,36.1711883544922,2,49,NA,"AFG","Asia"
"324","Afghanistan",68.31982421875,31.7676734924316,2,121,NA,"AFG","Asia"
"325","Afghanistan",70.6158218383789,38.3344230651855,2,365,NA,"AFG","Asia"
"326","Afghanistan",70.7359390258789,38.4225616455078,2,366,NA,"AFG","Asia"
"327","Afghanistan",70.87890625,38.4563980102539,2,367,NA,"AFG","Asia"
